09-01-2025 17:37,Initial Entry,0.00,Initialization
2025-01-06 21:55,rickshaw,10,Transportation
07-01-2025 20:35,house rent,4000,Rent
07-01-2025 20:38,tea,10,Food
07-01-2025 20:39,tea,10,Food
07-01-2025 20:55,biscuit,20,Food
09-01-2025 17:37,Cold Coffee,100,Food
09-01-2025 17:37,Meat Box,220,Food
09-01-2025 17:38,Tea,20,Food
09-01-2025 17:38,Rickshaw,10,Transportation
11-01-2025 18:33,Meat Box,130,Food
11-01-2025 18:34,Tea,15,Food
